24 25 42 21 244 24 25 42  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 7
24 25 42 244 244 24 25  = 1
244 24 25 21 25 244 25 244 25 0 37 21 24 25 21 25 21 25 21 25 0 21 42  = 1
244 24 25 244 25 37 21 24 25 21 25 21 25 21 42 21 24 25  = 5
121 121 121 121  = 5
71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123  = 11
37 21 21 0 21 24 25 42 42  = 8
21 0 24 25 42  = 6
244 24 25 21 21  = 2
244 24 25 21 25 244 25 244 24 25 21 25 21 25 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 2
24 25 21 24 25 21 24 25 42 24 25 42 24 25 42 24 25 42  = 1
200  = 6
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 1
197  = 3
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 18
21 0 24 25 42 24 25 42  = 1
24 25 42 21 244 244 0 24 25 21 24 25 42  = 1
244 24 25 24 25 24 25  = 7
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42  = 1
244 244 21 0 24 25 244 244 21 0 24 25 244 21 0 24 25 42 244 21 0 24 25 42 244 244 21 0 24 25 42 244 21 0 24 25 42  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 21 25 244 25  = 1
244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 25 21 42 21 24 25 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 1
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115  = 1
73 73 73 73 73 73 73  = 2
244 21 0 24 25 42 244 244 21 24 25 21  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 25 244 24 25  = 4
244 24 25 21 25 21 25 244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 1
244 24 25 21 25 21 25 244 25  = 15
244 0 24 25 42 21 21 21 0 24 25 21 24 25 42  = 1
71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123  = 5
219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115  = 1
71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 71 123  = 6
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71  = 6
83  = 12
71 123 123 71 123 103 125 150  = 7
244 244 244 0 24 25 24 25 24 25 24 25 42 24 25 24 25 42 24 25 42 24 25 42 24 25 42 24 25 42 244 0 24 25 42 24 25 42 24 25 42 24 25 42 21 0 24 25 42  = 1
154 123 123 123 123 123 123  = 6
24 25 244 24 25 24 25 21  = 1
244 0 21  = 4
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 6
244 24 25 21 24 25  = 1
116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116  = 1
260  = 11
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 42  = 1
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123  = 15
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 26
51 51  = 12
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 5
244 24 25 21 25 244 25 244 24 25 21 25 21 25 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42  = 1
24 25 42 244 244 24 25 244 244 24 25 42 244 24 25 42 244 24 25 42 244 244 0 24 25 42 244 244 0 24 25 42  = 1
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115  = 1
154 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 103 103 103 103 103 103  = 2
121 114 115 121 114 115 121 114 115  = 9
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274  = 1
244 244 21 0 24 25 21 21 24 25 21 24 25 42  = 1
219 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115  = 1
244 24 25 21 25 244 25 244 25 244 24 25  = 12
73 73 73 73  = 9
219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 15
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71  = 2
244 24 25 244 25 21 25 42  = 10
219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219  = 1
244 24 25 42 21 244 244 0 24 25 21 244 244 0 24 25 42  = 1
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 1
219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 1
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274 71 123 123 71 123 103 125 150 274  = 1
154 123 123 123 123 123 123 123 123 123 123 103 103  = 8
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
24 25 24 25 24 25 244 24 25 244 24 25 42 24 25 42 24 25 42 24 25 42 24 25 42 24 25 42 24 25 42 244 21 0 24 25 42 244 21 0 24 25 42 244 24 25 42 244 244 0 24 25 42 244 21 0 24 25 42 244 24 25 42  = 1
226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226  = 2
244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42  = 3
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 1
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42  = 1
90 90 90 90 90 90 90 90  = 9
219 150 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 219 219 121 114 115 219  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 7
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71  = 1
219 150 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115  = 5
24 25 42 24 25 24 25 42 24 25 42 24 25 42 24 25 42 21 0 24 25 42  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 2
246  = 7
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 21
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 8
37 21 24 25 21 25 21 25 21 42 42  = 22
154 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123  = 1
24 25 21 244 24 25 21  = 2
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42  = 2
219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115  = 1
226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226 226  = 1
24 25 244 24 25 244 24 25 42 244 24 25 42 244 24 25 42 244 244 0 24 25 42 24 25 42 244 24 25 42  = 1
154 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 103 103 103  = 4
244 244 0 24 25 42 21  = 2
21 24 25 21 25 244 25  = 3
71 71 73 127 134  = 6
247  = 7
244 244 244 0 24 25 42 24 25 24 25 42  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 25 21 42 37 21 24 25 21 25 21 25 21 42  = 1
244 244 244 0 24 25 24 25 244 24 25 21 21  = 1
24 25 42 244 244 0 24 25  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 8
21 21 0 24 25  = 7
219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
244 244 0 24 25 42 244 0 24 25 24 25 42  = 1
219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 1
244 24 25 21 25 244 25 0  = 14
71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 123 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123 71 123  = 5
116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116 121 116  = 1
236  = 3
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 11
69 69 69  = 4
244 244 21 0 24 25 244 0 24 25 42 21  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 3
244 24 25 42 21 0 24 25  = 1
219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 150 121 114 115  = 3
150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150  = 3
244 244 244 0 24 25 42 21 21 244 0 24 25 42 244 24 25 42 244 244 0 24 25 42 244 244 0 24 25 42  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42  = 3
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115  = 10
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 7
244 24 25 21 25 244 25 42  = 10
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 1
154 123 123 123 123 123 123 123  = 3
244 24 25 24 25 24 25 24 25 24 25 42 24 25 42 24 25 42  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 17
244 24 25 21 25 21 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 21 25  = 1
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115  = 1
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42 37 21 24 25 21 25 21 25 21 42 42  = 1
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 2
24 25 42 244 24 25 42 244 24 25 42 244 24 25 42  = 1
24 25 24 25 21  = 4
219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115 219 121 114 115 219 150 121 114 115 219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 150 121 114 115  = 1
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274  = 32
21 0  = 2
244 24 25 21 25 244 25 244 25 0 37 21 24 25 21 25 21 25 21 25 0 21 42 37 21 24 25 21 25 21 25 21 25 0 21 42 42 37 21 24 25 21 25 21 25 21 25 0 21 42 37 21 24 25 21 25 21 25 21 25 0 21 42 42  = 1
24 25 244 0 24 25 42 244 24 25 244  = 1
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 11
71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 150 274 71 123 123 71 123 103 125 274  = 3
150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150  = 7
150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150  = 1
244 0 24 25 42 24 25 244 244 24 25 42 24 25 42 244 24 25 42 24 25 42 244 244 24 25 42  = 1
37 21 21 0  = 3
24 25 244 244 0 24 25 42  = 2
244 24 25 21 25 244 25 244 24 25 21 25 244 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 37 21 24 25 21 25 21 25 21 42 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42  = 1
237 93 225 73  = 3
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71  = 1
24 25 244 244 24 25 42  = 1
150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150 150  = 6
219 150 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115 219 121 114 115  = 1
244 24 25 21 25 244 25 21 25 244 24 25 21 25 244 25 21 25 244 24 25 21 25 244 25 42 244 24 25 21 25 244 25 42  = 2
244 244 244 0 24 25 244 21 21 0 24 25 42 21 21 21  = 1
24 25 24 25 24 25 42 24 25 42  = 1
279 279 279 279 279 279 279 279 279 279 279 279 279 279 279  = 1
105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 121  = 8
215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215  = 3
154 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123 123  = 1
21 24 25 24 25 24 25 42  = 1
24 25 24 25 24 25 24 25 244 24 25 42 244 24 25 42 24 25 42 244 24 25 42 24 25 42 244 24 25 42 24 25 42  = 1
73 73 73 73 73 73 73 73 73 73  = 3
37 21 24 25 21 25 21 25 21 25 21 42  = 5
24 25 21 24 25 244 24 25 42  = 1
244 244 0 24 25 42 244 21 24 25 21  = 1
154 123 123 123 123 123 123 123 123 123  = 1
